[INFO ] 2015-04-07 22:16:14,035 -- Training: ...sk/hou/workspace/mldata/ratings.csv, kFold: 5 [Parallel]
[DEBUG] 2015-04-07 22:16:18,035 -- Dataset: {Users, Items, Ratings} = {706, 8552, 100023}, Scale = {0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0}
[DEBUG] 2015-04-07 22:16:18,849 -- Fold [1]: training amount: 80018, test amount: 20005
[DEBUG] 2015-04-07 22:16:19,397 -- Fold [2]: training amount: 80018, test amount: 20005
[DEBUG] 2015-04-07 22:16:19,515 -- Fold [3]: training amount: 80019, test amount: 20004
[DEBUG] 2015-04-07 22:16:19,899 -- Fold [4]: training amount: 80018, test amount: 20005
[DEBUG] 2015-04-07 22:16:20,141 -- Fold [5]: training amount: 80019, test amount: 20004
[DEBUG] 2015-04-07 22:16:20,346 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:20,346 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:20,347 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:20,346 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:20,357 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:43,306 -- SVD++ fold [5] iter 1: errs = 38378.965, delta_errs = -38378.965, loss = 75917.47, delta_loss = -75917.47, learn_rate = 0.01
[DEBUG] 2015-04-07 22:41:56,502 -- SVD++ fold [3] iter 82: errs = 27703.486, delta_errs = 11.545741, loss = 28359.262, delta_loss = 11.228238, learn_rate = 2.9713305E-4
[DEBUG] 2015-04-07 22:41:57,302 -- SVD++ fold [2] iter 82: errs = 27524.934, delta_errs = 1.1376714, loss = 28284.916, delta_loss = 1.130935, learn_rate = 6.2397943E-4
[DEBUG] 2015-04-07 22:42:00,921 -- SVD++ fold [5] iter 82: errs = 27653.303, delta_errs = 0.21446215, loss = 28419.395, delta_loss = 0.289379, learn_rate = 6.2397943E-4
[DEBUG] 2015-04-07 22:42:05,447 -- SVD++ fold [4] iter 81: errs = 27546.5, delta_errs = 0.26482567, loss = 28354.53, delta_loss = 0.4009323, learn_rate = 5.942661E-4
[DEBUG] 2015-04-07 22:42:05,825 -- SVD++ fold [1] iter 81: errs = 27587.732, delta_errs = 3.4601552, loss = 28348.465, delta_loss = 2.991789, learn_rate = 5.942661E-4
[DEBUG] 2015-04-07 22:42:12,789 -- SVD++ fold [2] iter 83: errs = 27524.582, delta_errs = 0.35102904, loss = 28284.525, delta_loss = 0.39142266, learn_rate = 6.551784E-4
[DEBUG] 2015-04-07 22:42:18,995 -- SVD++ fold [3] iter 83: errs = 27702.494, delta_errs = 0.9909882, loss = 28358.496, delta_loss = 0.7653236, learn_rate = 3.1198972E-4
[DEBUG] 2015-04-07 22:42:20,506 -- SVD++ fold [5] iter 83: errs = 27653.355, delta_errs = -0.053340096, loss = 28419.443, delta_loss = -0.047851052, learn_rate = 6.551784E-4
[DEBUG] 2015-04-07 22:42:23,775 -- SVD++ fold [4] iter 82: errs = 27546.494, delta_errs = 0.007044117, loss = 28354.47, delta_loss = 0.057698864, learn_rate = 6.2397943E-4
[DEBUG] 2015-04-07 22:42:24,670 -- SVD++ fold [1] iter 82: errs = 27586.652, delta_errs = 1.0809603, loss = 28347.367, delta_loss = 1.0973903, learn_rate = 6.2397943E-4
[DEBUG] 2015-04-07 22:42:31,100 -- SVD++ fold [2] iter 84: errs = 27524.531, delta_errs = 0.051891632, loss = 28284.51, delta_loss = 0.014814987, learn_rate = 6.879373E-4
[DEBUG] 2015-04-07 22:42:36,835 -- SVD++ fold [3] iter 84: errs = 27702.229, delta_errs = 0.265751, loss = 28358.225, delta_loss = 0.27165568, learn_rate = 3.275892E-4
[DEBUG] 2015-04-07 22:42:37,145 -- SVD++ fold [5] iter 84: errs = 27641.227, delta_errs = 12.128907, loss = 28407.27, delta_loss = 12.174434, learn_rate = 3.275892E-4
[DEBUG] 2015-04-07 22:42:40,112 -- SVD++ fold [1] iter 83: errs = 27586.344, delta_errs = 0.30864778, loss = 28346.994, delta_loss = 0.3739846, learn_rate = 6.551784E-4
[DEBUG] 2015-04-07 22:42:43,005 -- SVD++ fold [4] iter 83: errs = 27546.592, delta_errs = -0.0976905, loss = 28354.621, delta_loss = -0.14977837, learn_rate = 6.551784E-4
[DEBUG] 2015-04-07 22:42:50,565 -- SVD++ fold [2] iter 85: errs = 27524.6, delta_errs = -0.06826322, loss = 28284.719, delta_loss = -0.20962043, learn_rate = 7.223342E-4
[DEBUG] 2015-04-07 22:42:53,407 -- SVD++ fold [3] iter 85: errs = 27702.256, delta_errs = -0.026438829, loss = 28358.172, delta_loss = 0.052610386, learn_rate = 3.4396866E-4
[DEBUG] 2015-04-07 22:42:54,647 -- SVD++ fold [5] iter 85: errs = 27639.973, delta_errs = 1.254866, loss = 28406.371, delta_loss = 0.89695275, learn_rate = 3.4396866E-4
[DEBUG] 2015-04-07 22:42:56,361 -- SVD++ fold [1] iter 84: errs = 27586.324, delta_errs = 0.018765489, loss = 28346.984, delta_loss = 0.009353878, learn_rate = 6.879373E-4
[DEBUG] 2015-04-07 22:43:00,854 -- SVD++ fold [4] iter 84: errs = 27535.059, delta_errs = 11.533081, loss = 28343.293, delta_loss = 11.329015, learn_rate = 3.275892E-4
[DEBUG] 2015-04-07 22:43:07,201 -- SVD++ fold [2] iter 86: errs = 27512.707, delta_errs = 11.892139, loss = 28272.637, delta_loss = 12.083355, learn_rate = 3.611671E-4
[DEBUG] 2015-04-07 22:43:12,008 -- SVD++ fold [3] iter 86: errs = 27702.418, delta_errs = -0.16246638, loss = 28358.248, delta_loss = -0.0758553, learn_rate = 3.611671E-4
[DEBUG] 2015-04-07 22:43:14,160 -- SVD++ fold [1] iter 85: errs = 27586.418, delta_errs = -0.093963794, loss = 28347.191, delta_loss = -0.20651329, learn_rate = 7.223342E-4
[DEBUG] 2015-04-07 22:43:14,258 -- SVD++ fold [5] iter 86: errs = 27639.65, delta_errs = 0.32112724, loss = 28406.084, delta_loss = 0.28831068, learn_rate = 3.611671E-4
[DEBUG] 2015-04-07 22:43:20,514 -- SVD++ fold [4] iter 85: errs = 27533.729, delta_errs = 1.329794, loss = 28342.26, delta_loss = 1.0325767, learn_rate = 3.4396866E-4
[DEBUG] 2015-04-07 22:43:25,574 -- SVD++ fold [2] iter 87: errs = 27510.896, delta_errs = 1.8105619, loss = 28271.38, delta_loss = 1.2546878, learn_rate = 3.7922544E-4
[DEBUG] 2015-04-07 22:43:30,788 -- SVD++ fold [5] iter 87: errs = 27639.69, delta_errs = -0.03842633, loss = 28406.055, delta_loss = 0.028604804, learn_rate = 3.7922544E-4
[DEBUG] 2015-04-07 22:43:30,911 -- SVD++ fold [3] iter 87: errs = 27694.125, delta_errs = 8.291759, loss = 28350.28, delta_loss = 7.968949, learn_rate = 1.8058355E-4
[DEBUG] 2015-04-07 22:43:31,800 -- SVD++ fold [1] iter 86: errs = 27574.666, delta_errs = 11.752332, loss = 28335.133, delta_loss = 12.05745, learn_rate = 3.611671E-4
[DEBUG] 2015-04-07 22:43:36,867 -- SVD++ fold [4] iter 86: errs = 27533.377, delta_errs = 0.35107103, loss = 28341.902, delta_loss = 0.35701156, learn_rate = 3.611671E-4
[DEBUG] 2015-04-07 22:43:43,320 -- SVD++ fold [2] iter 88: errs = 27510.387, delta_errs = 0.50973, loss = 28270.979, delta_loss = 0.40346912, learn_rate = 3.981867E-4
[DEBUG] 2015-04-07 22:43:50,206 -- SVD++ fold [1] iter 87: errs = 27572.912, delta_errs = 1.7544696, loss = 28333.914, delta_loss = 1.218154, learn_rate = 3.7922544E-4
[DEBUG] 2015-04-07 22:43:50,673 -- SVD++ fold [5] iter 88: errs = 27639.89, delta_errs = -0.20165855, loss = 28406.176, delta_loss = -0.12130162, learn_rate = 3.981867E-4
[DEBUG] 2015-04-07 22:43:50,767 -- SVD++ fold [3] iter 88: errs = 27693.69, delta_errs = 0.43571103, loss = 28349.994, delta_loss = 0.28597453, learn_rate = 1.8961272E-4
[DEBUG] 2015-04-07 22:43:56,708 -- SVD++ fold [4] iter 87: errs = 27533.389, delta_errs = -0.011266293, loss = 28341.824, delta_loss = 0.07818569, learn_rate = 3.7922544E-4
[DEBUG] 2015-04-07 22:44:01,228 -- SVD++ fold [2] iter 89: errs = 27510.336, delta_errs = 0.050875466, loss = 28270.904, delta_loss = 0.07270382, learn_rate = 4.1809605E-4
[DEBUG] 2015-04-07 22:44:07,910 -- SVD++ fold [1] iter 88: errs = 27572.42, delta_errs = 0.49072963, loss = 28333.521, delta_loss = 0.39411634, learn_rate = 3.981867E-4
[DEBUG] 2015-04-07 22:44:09,865 -- SVD++ fold [3] iter 89: errs = 27693.607, delta_errs = 0.08175752, loss = 28349.93, delta_loss = 0.06417808, learn_rate = 1.9909335E-4
[DEBUG] 2015-04-07 22:44:11,816 -- SVD++ fold [5] iter 89: errs = 27631.104, delta_errs = 8.787446, loss = 28397.533, delta_loss = 8.64311, learn_rate = 1.9909335E-4
[DEBUG] 2015-04-07 22:44:16,134 -- SVD++ fold [4] iter 88: errs = 27533.559, delta_errs = -0.16978678, loss = 28341.902, delta_loss = -0.078731455, learn_rate = 3.981867E-4
[DEBUG] 2015-04-07 22:44:19,604 -- SVD++ fold [2] iter 90: errs = 27510.479, delta_errs = -0.14258492, loss = 28271.012, delta_loss = -0.10606832, learn_rate = 4.3900084E-4
[DEBUG] 2015-04-07 22:44:27,581 -- SVD++ fold [1] iter 89: errs = 27572.389, delta_errs = 0.03213549, loss = 28333.453, delta_loss = 0.06676057, learn_rate = 4.1809605E-4
[DEBUG] 2015-04-07 22:44:28,369 -- SVD++ fold [5] iter 90: errs = 27630.535, delta_errs = 0.5691549, loss = 28397.219, delta_loss = 0.31442517, learn_rate = 2.0904803E-4
[DEBUG] 2015-04-07 22:44:28,978 -- SVD++ fold [3] iter 90: errs = 27693.69, delta_errs = -0.08064466, loss = 28349.965, delta_loss = -0.0348559, learn_rate = 2.0904803E-4
[DEBUG] 2015-04-07 22:44:30,925 -- SVD++ fold [4] iter 89: errs = 27524.945, delta_errs = 8.612284, loss = 28333.586, delta_loss = 8.316348, learn_rate = 1.9909335E-4
[DEBUG] 2015-04-07 22:44:39,160 -- SVD++ fold [2] iter 91: errs = 27501.605, delta_errs = 8.872294, loss = 28262.168, delta_loss = 8.842649, learn_rate = 2.1950042E-4
[DEBUG] 2015-04-07 22:44:45,628 -- SVD++ fold [3] iter 91: errs = 27688.193, delta_errs = 5.4962697, loss = 28344.783, delta_loss = 5.1810393, learn_rate = 1.0452401E-4
[DEBUG] 2015-04-07 22:44:46,043 -- SVD++ fold [4] iter 90: errs = 27524.348, delta_errs = 0.5980463, loss = 28333.209, delta_loss = 0.37835756, learn_rate = 2.0904803E-4
[DEBUG] 2015-04-07 22:44:46,296 -- SVD++ fold [1] iter 90: errs = 27572.549, delta_errs = -0.16085878, loss = 28333.562, delta_loss = -0.10877057, learn_rate = 4.3900084E-4
[DEBUG] 2015-04-07 22:44:46,745 -- SVD++ fold [5] iter 91: errs = 27630.424, delta_errs = 0.10964287, loss = 28397.17, delta_loss = 0.04826293, learn_rate = 2.1950042E-4
[DEBUG] 2015-04-07 22:44:58,162 -- SVD++ fold [2] iter 92: errs = 27500.719, delta_errs = 0.888442, loss = 28261.66, delta_loss = 0.508942, learn_rate = 2.3047545E-4
[DEBUG] 2015-04-07 22:45:02,113 -- SVD++ fold [4] iter 91: errs = 27524.227, delta_errs = 0.12175099, loss = 28333.117, delta_loss = 0.09188708, learn_rate = 2.1950042E-4
[DEBUG] 2015-04-07 22:45:04,348 -- SVD++ fold [3] iter 92: errs = 27688.043, delta_errs = 0.15072262, loss = 28344.691, delta_loss = 0.09213677, learn_rate = 1.0975021E-4
[DEBUG] 2015-04-07 22:45:04,905 -- SVD++ fold [5] iter 92: errs = 27630.518, delta_errs = -0.09339857, loss = 28397.238, delta_loss = -0.06711874, learn_rate = 2.3047545E-4
[DEBUG] 2015-04-07 22:45:05,481 -- SVD++ fold [1] iter 91: errs = 27563.762, delta_errs = 8.78663, loss = 28324.744, delta_loss = 8.819476, learn_rate = 2.1950042E-4
[DEBUG] 2015-04-07 22:45:16,254 -- SVD++ fold [4] iter 92: errs = 27524.312, delta_errs = -0.08523678, loss = 28333.148, delta_loss = -0.031893376, learn_rate = 2.3047545E-4
[DEBUG] 2015-04-07 22:45:16,988 -- SVD++ fold [2] iter 93: errs = 27500.488, delta_errs = 0.22969617, loss = 28261.541, delta_loss = 0.119196504, learn_rate = 2.4199922E-4
[DEBUG] 2015-04-07 22:45:21,947 -- SVD++ fold [3] iter 93: errs = 27688.025, delta_errs = 0.016382532, loss = 28344.686, delta_loss = 0.0048769973, learn_rate = 1.1523772E-4
[DEBUG] 2015-04-07 22:45:24,478 -- SVD++ fold [1] iter 92: errs = 27562.896, delta_errs = 0.866268, loss = 28324.248, delta_loss = 0.495019, learn_rate = 2.3047545E-4
[DEBUG] 2015-04-07 22:45:24,530 -- SVD++ fold [5] iter 93: errs = 27624.63, delta_errs = 5.8865614, loss = 28391.584, delta_loss = 5.6534257, learn_rate = 1.1523772E-4
[DEBUG] 2015-04-07 22:45:34,354 -- SVD++ fold [4] iter 93: errs = 27518.455, delta_errs = 5.8571787, loss = 28327.61, delta_loss = 5.5381203, learn_rate = 1.1523772E-4
[DEBUG] 2015-04-07 22:45:35,720 -- SVD++ fold [2] iter 94: errs = 27500.527, delta_errs = -0.039687574, loss = 28261.576, delta_loss = -0.03573216, learn_rate = 2.5409917E-4
[DEBUG] 2015-04-07 22:45:38,860 -- SVD++ fold [3] iter 94: errs = 27688.088, delta_errs = -0.0631155, loss = 28344.727, delta_loss = -0.0401091, learn_rate = 1.2099961E-4
[DEBUG] 2015-04-07 22:45:41,875 -- SVD++ fold [1] iter 93: errs = 27562.674, delta_errs = 0.22322778, loss = 28324.133, delta_loss = 0.11628531, learn_rate = 2.4199922E-4
[DEBUG] 2015-04-07 22:45:42,865 -- SVD++ fold [5] iter 94: errs = 27624.414, delta_errs = 0.21795279, loss = 28391.49, delta_loss = 0.093875244, learn_rate = 1.2099961E-4
[DEBUG] 2015-04-07 22:45:51,892 -- SVD++ fold [4] iter 94: errs = 27518.229, delta_errs = 0.2263006, loss = 28327.49, delta_loss = 0.12028437, learn_rate = 1.2099961E-4
[DEBUG] 2015-04-07 22:45:53,800 -- SVD++ fold [2] iter 95: errs = 27494.438, delta_errs = 6.0899625, loss = 28255.668, delta_loss = 5.9086514, learn_rate = 1.2704958E-4
[DEBUG] 2015-04-07 22:45:56,400 -- SVD++ fold [3] iter 95: errs = 27684.613, delta_errs = 3.4752507, loss = 28341.496, delta_loss = 3.2292461, learn_rate = 6.0499806E-5
[DEBUG] 2015-04-07 22:45:59,545 -- SVD++ fold [5] iter 95: errs = 27624.377, delta_errs = 0.03577082, loss = 28391.5, delta_loss = -0.010284225, learn_rate = 1.2704958E-4
[DEBUG] 2015-04-07 22:46:01,054 -- SVD++ fold [1] iter 94: errs = 27562.72, delta_errs = -0.04788467, loss = 28324.17, delta_loss = -0.037758462, learn_rate = 2.5409917E-4
[DEBUG] 2015-04-07 22:46:12,065 -- SVD++ fold [4] iter 95: errs = 27518.19, delta_errs = 0.03796117, loss = 28327.479, delta_loss = 0.0107506635, learn_rate = 1.2704958E-4
[DEBUG] 2015-04-07 22:46:14,337 -- SVD++ fold [3] iter 96: errs = 27684.586, delta_errs = 0.027030664, loss = 28341.486, delta_loss = 0.010844695, learn_rate = 6.352479E-5
[DEBUG] 2015-04-07 22:46:14,464 -- SVD++ fold [2] iter 96: errs = 27494.062, delta_errs = 0.37626126, loss = 28255.479, delta_loss = 0.1879566, learn_rate = 1.3340206E-4
[DEBUG] 2015-04-07 22:46:19,162 -- SVD++ fold [5] iter 96: errs = 27620.725, delta_errs = 3.6537676, loss = 28388.084, delta_loss = 3.4169955, learn_rate = 6.352479E-5
[DEBUG] 2015-04-07 22:46:20,006 -- SVD++ fold [1] iter 95: errs = 27556.666, delta_errs = 6.055636, loss = 28318.271, delta_loss = 5.898789, learn_rate = 1.2704958E-4
[DEBUG] 2015-04-07 22:46:31,059 -- SVD++ fold [4] iter 96: errs = 27518.258, delta_errs = -0.06823747, loss = 28327.523, delta_loss = -0.044467587, learn_rate = 1.3340206E-4
[DEBUG] 2015-04-07 22:46:32,549 -- SVD++ fold [3] iter 97: errs = 27684.6, delta_errs = -0.013826611, loss = 28341.502, delta_loss = -0.016713515, learn_rate = 6.670103E-5
[DEBUG] 2015-04-07 22:46:33,716 -- SVD++ fold [2] iter 97: errs = 27493.955, delta_errs = 0.105806544, loss = 28255.453, delta_loss = 0.027196595, learn_rate = 1.4007217E-4
[DEBUG] 2015-04-07 22:46:37,279 -- SVD++ fold [5] iter 97: errs = 27620.654, delta_errs = 0.06905177, loss = 28388.068, delta_loss = 0.014842308, learn_rate = 6.670103E-5
[DEBUG] 2015-04-07 22:46:37,976 -- SVD++ fold [1] iter 96: errs = 27556.299, delta_errs = 0.3662683, loss = 28318.088, delta_loss = 0.18357132, learn_rate = 1.3340206E-4
[DEBUG] 2015-04-07 22:46:48,690 -- SVD++ fold [3] iter 98: errs = 27682.54, delta_errs = 2.0604496, loss = 28339.62, delta_loss = 1.8834667, learn_rate = 3.3350516E-5
[DEBUG] 2015-04-07 22:46:48,802 -- SVD++ fold [4] iter 97: errs = 27514.5, delta_errs = 3.7583764, loss = 28324.023, delta_loss = 3.4996223, learn_rate = 6.670103E-5
[DEBUG] 2015-04-07 22:46:50,514 -- SVD++ fold [2] iter 98: errs = 27493.992, delta_errs = -0.035896398, loss = 28255.498, delta_loss = -0.04628929, learn_rate = 1.4707579E-4
[DEBUG] 2015-04-07 22:46:56,858 -- SVD++ fold [5] iter 98: errs = 27620.643, delta_errs = 0.012985915, loss = 28388.086, delta_loss = -0.017502569, learn_rate = 7.003608E-5
[DEBUG] 2015-04-07 22:46:57,652 -- SVD++ fold [1] iter 97: errs = 27556.197, delta_errs = 0.10201201, loss = 28318.062, delta_loss = 0.025533661, learn_rate = 1.4007217E-4
[DEBUG] 2015-04-07 22:47:07,331 -- SVD++ fold [4] iter 98: errs = 27514.443, delta_errs = 0.056829903, loss = 28324.008, delta_loss = 0.016316628, learn_rate = 7.003608E-5
[DEBUG] 2015-04-07 22:47:08,219 -- SVD++ fold [3] iter 99: errs = 27682.541, delta_errs = -0.0015563312, loss = 28339.625, delta_loss = -0.006597908, learn_rate = 3.501804E-5
[DEBUG] 2015-04-07 22:47:09,043 -- SVD++ fold [2] iter 99: errs = 27490.041, delta_errs = 3.9515743, loss = 28251.74, delta_loss = 3.7578385, learn_rate = 7.353789E-5
[DEBUG] 2015-04-07 22:47:13,829 -- SVD++ fold [1] iter 98: errs = 27556.236, delta_errs = -0.039761446, loss = 28318.11, delta_loss = -0.04753838, learn_rate = 1.4707579E-4
[DEBUG] 2015-04-07 22:47:14,724 -- SVD++ fold [5] iter 99: errs = 27618.49, delta_errs = 2.1520367, loss = 28386.1, delta_loss = 1.9871448, learn_rate = 3.501804E-5
[DEBUG] 2015-04-07 22:47:25,792 -- SVD++ fold [3] iter 100: errs = 27681.404, delta_errs = 1.1374322, loss = 28338.6, delta_loss = 1.0264015, learn_rate = 1.750902E-5
[DEBUG] 2015-04-07 22:47:25,793 -- SVD++ fold [3] evaluate test data ... 
[DEBUG] 2015-04-07 22:47:26,369 -- SVD++ fold [3]: 0.711204,0.925429,0.158045,0.436078	Time: 31:06, 00:00	View: all
[DEBUG] 2015-04-07 22:47:27,484 -- SVD++ fold [2] iter 100: errs = 27489.918, delta_errs = 0.12203415, loss = 28251.7, delta_loss = 0.04216634, learn_rate = 7.721478E-5
[DEBUG] 2015-04-07 22:47:27,484 -- SVD++ fold [2] evaluate test data ... 
[DEBUG] 2015-04-07 22:47:27,896 -- SVD++ fold [2]: 0.713811,0.925794,0.158625,0.440278	Time: 31:08, 00:00	View: all
[DEBUG] 2015-04-07 22:47:28,613 -- SVD++ fold [4] iter 99: errs = 27514.447, delta_errs = -0.0031587896, loss = 28324.025, delta_loss = -0.018373514, learn_rate = 7.353789E-5
[DEBUG] 2015-04-07 22:47:31,828 -- SVD++ fold [1] iter 99: errs = 27552.293, delta_errs = 3.943035, loss = 28314.354, delta_loss = 3.7560837, learn_rate = 7.353789E-5
[DEBUG] 2015-04-07 22:47:32,024 -- SVD++ fold [5] iter 100: errs = 27618.475, delta_errs = 0.015399956, loss = 28386.107, delta_loss = -0.008225558, learn_rate = 3.6768946E-5
[DEBUG] 2015-04-07 22:47:32,024 -- SVD++ fold [5] evaluate test data ... 
[DEBUG] 2015-04-07 22:47:32,552 -- SVD++ fold [5]: 0.706573,0.919167,0.157016,0.428970	Time: 31:11, 00:00	View: all
[DEBUG] 2015-04-07 22:47:42,049 -- SVD++ fold [4] iter 100: errs = 27512.19, delta_errs = 2.25622, loss = 28321.967, delta_loss = 2.0602982, learn_rate = 3.6768946E-5
[DEBUG] 2015-04-07 22:47:42,049 -- SVD++ fold [4] evaluate test data ... 
[DEBUG] 2015-04-07 22:47:42,473 -- SVD++ fold [4]: 0.709604,0.920567,0.157690,0.430133	Time: 31:22, 00:00	View: all
[DEBUG] 2015-04-07 22:47:46,286 -- SVD++ fold [1] iter 100: errs = 27552.178, delta_errs = 0.11672683, loss = 28314.312, delta_loss = 0.04097242, learn_rate = 7.721478E-5
[DEBUG] 2015-04-07 22:47:46,286 -- SVD++ fold [1] evaluate test data ... 
[DEBUG] 2015-04-07 22:47:46,664 -- SVD++ fold [1]: 0.708931,0.921304,0.157540,0.426327	Time: 31:27, 00:00	View: all
[INFO ] 2015-04-07 22:47:46,668 -- SVD++,0.710025,0.922452,0.157783,0.432357,0.01,-1.0,0.01,0.35,0.35,18,100,true,'31:15','00:00'
